prix,Kilométrage,Année,Transmission,Carburant,CV,premierMain,marque,modele
155000,22499,2011,Automatique,Diesel,8,0,MERCEDES-BENZ,220
95000,224999,2009,Automatique,Diesel,9,0,HYUNDAI,SANTA FE
215000,27499,2022,Manuelle,Diesel,6,1,SEAT,ARONA
115000,144999,2019,Manuelle,Diesel,6,0,HYUNDAI,ACCENT
130000,194999,2014,Manuelle,Diesel,7,1,HYUNDAI,IX35
53000,37499,1993,Manuelle,Diesel,8,0,MERCEDES-BENZ,190
43000,224999,1996,Manuelle,Diesel,10,0,MERCEDES-BENZ,250
60000,27499,2011,Manuelle,Diesel,4,0,PEUGEOT,PARTNER
122000,224999,2011,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE C
55000,27499,2003,Manuelle,Diesel,8,0,VOLKSWAGEN,GOLF 4
117000,224999,2008,Automatique,Diesel,9,1,MERCEDES-BENZ,220
186000,42499,2020,Automatique,Essence,9,0,HYUNDAI,IONIQ HYBRID
175000,32499,2020,Automatique,Diesel,6,1,RENAULT,CAPTUR
57000,104999,2010,Manuelle,Diesel,7,0,PEUGEOT,PARTNER
63000,224999,1993,Manuelle,Diesel,9,0,MERCEDES-BENZ,190
70000,194999,2008,Manuelle,Essence,9,1,PEUGEOT,308
47000,224999,2000,Manuelle,Diesel,7,0,RENAULT,KANGOO
60000,82499,1999,Manuelle,Diesel,9,0,MERCEDES-BENZ,210
80000,224999,2010,Manuelle,Diesel,6,1,PEUGEOT,207
80000,224999,2010,Manuelle,Diesel,6,1,PEUGEOT,207
135000,154999,2013,Manuelle,Diesel,7,1,HYUNDAI,IX35
56000,224999,2013,Manuelle,Essence,8,0,DACIA,LOGAN
75000,274999,2005,Manuelle,Diesel,8,0,AUDI,A3
137000,114999,2018,Automatique,Diesel,6,1,HYUNDAI,ELANTRA
43000,424999,1987,Manuelle,Diesel,8,0,MERCEDES-BENZ,190
168000,194999,2015,Automatique,Diesel,8,1,HYUNDAI,SANTA FE
65000,22499,1997,Manuelle,Diesel,4,1,MERCEDES-BENZ,250
25000,17499,2001,Manuelle,Diesel,8,0,CITROEN,XSARA
57000,224999,2004,Manuelle,Diesel,6,0,RENAULT,MEGANE
95000,224999,2009,Manuelle,Diesel,9,1,TOYOTA,RAV-4
118000,154999,2016,Manuelle,Diesel,7,0,CITROEN,BERLINGO
118000,97499,2020,Manuelle,Diesel,6,0,DACIA,SANDERO
95000,104999,2019,Manuelle,Essence,6,1,HYUNDAI,I10
210000,164999,2014,Automatique,Diesel,8,1,VOLKSWAGEN,GOLF 7
122000,194999,2015,Manuelle,Diesel,6,0,PEUGEOT,308
100000,17499,2010,Manuelle,Diesel,7,1,FORD,FOCUS
20000,22499,1998,Manuelle,Essence,7,1,MITSUBISHI,CANTER
110000,374999,2004,Manuelle,Diesel,8,0,VOLKSWAGEN,PASSAT
150000,104999,2018,Manuelle,Diesel,6,0,OPEL,CROSSLAND
283000,72499,2022,Manuelle,Diesel,8,1,SEAT,LEON
330000,114999,2020,Automatique,Diesel,8,1,SKODA,KODIAQ
175000,224999,2011,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE C
110000,224999,2013,Manuelle,Diesel,6,1,RENAULT,CAPTUR
135000,97499,2017,Manuelle,Diesel,6,0,PEUGEOT,TEPEE
105000,82499,2018,Manuelle,Diesel,6,0,RENAULT,CLIO
19000,42499,2002,Manuelle,Diesel,7,0,FIAT,UNO
100000,374999,2000,Manuelle,Diesel,9,0,FORD,TRANSIT
42000,87499,2008,Manuelle,Essence,6,0,CHERY,A113
223000,194999,2014,Automatique,Diesel,8,1,AUDI,Q5
52000,92499,2005,Manuelle,Essence,6,0,CITROEN,C3
130000,2499,2016,Manuelle,Diesel,10,0,MITSUBISHI,PICK-UP
65000,82499,2016,Manuelle,Essence,6,0,HYUNDAI,I10
120000,17499,1999,Manuelle,Diesel,4,0,IVECO,DAILY
115000,104999,2017,Manuelle,Diesel,6,1,FORD,FIESTA
65000,224999,2010,Manuelle,Diesel,6,0,CITROEN,C3
225000,174999,2018,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
27000,374999,2000,Manuelle,Diesel,7,0,FIAT,PALIO
32000,7499,1998,Manuelle,Diesel,7,0,RENAULT,CLIO
45000,224999,2008,Manuelle,Essence,7,0,DAIHATSU,SIRION
90000,154999,2011,Manuelle,Diesel,6,0,CITROEN,C4
18000,274999,1994,Manuelle,Diesel,5,0,PEUGEOT,106
56000,2499,2008,Manuelle,Essence,8,0,HYUNDAI,ACCENT
122500,104999,2019,Manuelle,Diesel,6,1,PEUGEOT,301
55000,274999,2000,Manuelle,Essence,6,0,OPEL,GT
275000,124999,2018,Automatique,Diesel,8,1,AUDI,A5
43000,194999,2000,Manuelle,Diesel,7,0,PEUGEOT,206
95000,52499,2010,Manuelle,Essence,7,0,FORD,FIESTA
32000,374999,1989,Manuelle,Diesel,8,0,PEUGEOT,309
40000,184999,2002,Manuelle,Essence,6,0,PEUGEOT,206
138500,12499,2021,Manuelle,Diesel,6,1,DACIA,DOKKER
28000,97499,2003,Manuelle,Diesel,6,0,FIAT,UNO
67000,2499,2011,Manuelle,Diesel,7,0,PEUGEOT,PARTNER
305000,37499,2019,Automatique,Diesel,8,1,SKODA,KODIAQ
195000,82499,2020,Automatique,Diesel,8,0,VOLKSWAGEN,JETTA
135000,144999,2017,Manuelle,Diesel,6,1,DACIA,DUSTER
50000,274999,2000,Manuelle,Diesel,8,0,CITROEN,JUMPY
55000,27499,2004,Manuelle,Essence,10,0,TOYOTA,AVENSIS
58000,424999,2004,Manuelle,Diesel,7,1,PEUGEOT,PARTNER
58000,224999,2011,Manuelle,Diesel,5,0,FIAT,PUNTO
125000,224999,2016,Manuelle,Diesel,6,0,CITROEN,C4
139000,114999,2016,Manuelle,Diesel,8,0,OPEL,ASTRA
75000,2499,2011,Automatique,Diesel,8,0,CITROEN,C5
36000,124999,1990,Manuelle,Diesel,7,0,VOLKSWAGEN,JETTA
64999,224999,2009,Manuelle,Diesel,5,0,OPEL,CORSA
59000,324999,2005,Manuelle,Diesel,6,0,CITROEN,C4
142000,7499,2023,Manuelle,Diesel,6,1,RENAULT,EXPRESS
70000,224999,2008,Manuelle,Diesel,6,0,RENAULT,MEGANE
47000,224999,2009,Automatique,Essence,7,0,FORD,FIESTA
120000,7499,2018,Manuelle,Diesel,6,0,NISSAN,MICRA
78000,224999,2010,Manuelle,Diesel,8,0,CHEVROLET,CAPTIVA
200000,124999,2018,Automatique,Diesel,4,0,VOLKSWAGEN,TIGUAN
55000,194999,2010,Manuelle,Diesel,7,0,PEUGEOT,PARTNER
48998,27499,1992,Manuelle,Diesel,8,0,MERCEDES-BENZ,190
270000,154999,2021,Automatique,Diesel,6,0,NISSAN,QASHQAI
250000,194999,2015,Manuelle,Diesel,6,1,MERCEDES-BENZ,CLASSE C
55000,194999,2010,Manuelle,Essence,6,1,HYUNDAI,I10
48000,324999,2002,Manuelle,Diesel,8,1,VOLKSWAGEN,PASSAT
165000,114999,2016,Manuelle,Diesel,8,1,FORD,KUGA
64000,27499,2010,Manuelle,Diesel,6,0,HYUNDAI,ACCENT
110000,194999,2010,Manuelle,Diesel,8,1,BMW,X1
72000,164999,2011,Manuelle,Diesel,7,0,RENAULT,KANGOO
47000,7499,1998,Manuelle,Diesel,8,0,MERCEDES-BENZ,250
120000,194999,2015,Automatique,Diesel,8,1,SSANGYONG,STAVIC
35000,194999,2003,Manuelle,Diesel,8,0,FIAT,STILO
86000,17499,2009,Manuelle,Diesel,7,0,PEUGEOT,TEPEE
49000,184999,2009,Manuelle,Essence,7,0,RENAULT,CLIO
290000,224999,2017,Automatique,Diesel,9,0,BMW,X5
68000,154999,2012,Manuelle,Essence,9,0,SUZUKI,GRAND VITARA
28000,7499,1998,Manuelle,Essence,7,0,AUTRES,AUTRES
80000,224999,2008,Automatique,Diesel,9,0,HYUNDAI,SANTA FE
132000,27499,2022,Manuelle,Diesel,6,1,DACIA,SANDERO
48000,324999,2008,Manuelle,Diesel,8,0,KIA,CERATO
175000,164999,2017,Automatique,Diesel,8,0,SKODA,OCTAVIA
18000,224999,1987,Manuelle,Essence,6,0,FIAT,UNO
35000,32499,2005,Manuelle,Essence,9,0,CHEVROLET,OPTRA
125000,27499,2009,Manuelle,Diesel,8,0,VOLKSWAGEN,GOLF 6
80000,144999,2009,Manuelle,Diesel,8,1,HYUNDAI,TUCSON
245000,82499,2019,Automatique,Diesel,8,1,FORD,KUGA
210000,194999,2015,Automatique,Diesel,9,0,LAND-ROVER,DISCOVERY SPORT
35000,224999,2005,Automatique,Essence,9,0,MAZDA,MAZDA 3
53000,194999,2008,Manuelle,Essence,8,0,PEUGEOT,207
30000,17499,2007,Manuelle,Diesel,6,0,FIAT,UNO
155000,154999,2015,Manuelle,Diesel,6,1,RENAULT,KADJAR
97000,92499,2019,Manuelle,Diesel,6,0,DACIA,DOKKER
80000,17499,2011,Manuelle,Essence,8,0,HYUNDAI,I30
92000,2499,2008,Automatique,Diesel,9,0,MERCEDES-BENZ,220
120000,134999,2018,Manuelle,Diesel,6,0,RENAULT,KANGOO
75000,154999,2014,Manuelle,Essence,7,0,FORD,FIESTA
99000,114999,2014,Manuelle,Diesel,6,0,FORD,FIESTA
200000,82499,2019,Automatique,Hybride,9,1,HYUNDAI,IONIQ HYBRID
119000,124999,2011,Manuelle,Diesel,8,0,BMW,SÉRIE 1
495000,82499,2020,Automatique,Diesel,12,1,BMW,X5
85000,32499,2009,Manuelle,Diesel,6,0,PEUGEOT,308
35000,47499,1987,Manuelle,Diesel,6,0,AUDI,80
119000,144999,2018,Manuelle,Diesel,6,0,DACIA,DOKKER
130000,144999,2012,Manuelle,Diesel,8,0,FORD,MONDEO
145000,174999,2013,Manuelle,Diesel,6,0,VOLKSWAGEN,GOLF 7
53000,37499,2003,Manuelle,Diesel,7,0,RENAULT,MEGANE
120000,87499,2018,Manuelle,Diesel,6,0,RENAULT,CLIO
130000,17499,2012,Manuelle,Diesel,8,0,HYUNDAI,IX35
230000,7499,2021,Manuelle,Diesel,6,1,SEAT,IBIZA
44000,194999,2008,Manuelle,Essence,6,0,PEUGEOT,206
75000,154999,2014,Manuelle,Essence,7,0,FORD,FIESTA
74000,164999,2013,Automatique,Essence,10,0,CHEVROLET,CRUZE
360000,22499,2017,Automatique,Diesel,9,1,MERCEDES-BENZ,220
107000,224999,2011,Manuelle,Diesel,8,0,HYUNDAI,IX35
20000,32499,1980,Manuelle,Diesel,8,0,MERCEDES-BENZ,240
88000,92499,2015,Manuelle,Diesel,8,1,CHEVROLET,CRUZE
85000,194999,2012,Manuelle,Diesel,8,0,RENAULT,LATITUDE
135000,134999,2010,Automatique,Diesel,9,0,MERCEDES-BENZ,220
80000,224999,2010,Manuelle,Diesel,6,1,HYUNDAI,I30
35000,37499,1994,Manuelle,Essence,8,0,RENAULT,19
118000,22499,2012,Manuelle,Diesel,6,0,VOLKSWAGEN,GOLF 6
118000,224999,2009,Automatique,Diesel,11,1,AUDI,Q5
90000,474999,1988,Manuelle,Diesel,10,0,MERCEDES-BENZ,207D
50700,7499,2012,Manuelle,Essence,4,0,CITROEN,C-CROSSER
290000,164999,2016,Automatique,Diesel,12,1,AUDI,Q5
88000,124999,2012,Manuelle,Diesel,6,0,DACIA,DUSTER
31000,424999,2001,Manuelle,Diesel,8,0,VOLKSWAGEN,POLO
275000,154999,2017,Automatique,Diesel,8,1,VOLKSWAGEN,GOLF 7
74999,224999,2008,Manuelle,Diesel,7,0,SUZUKI,GRAND VITARA
105000,2499,2001,Manuelle,Diesel,8,0,MERCEDES-BENZ,220
240000,124999,2019,Automatique,Diesel,6,0,NISSAN,X-TRAIL
20000,224999,1994,Manuelle,Essence,8,0,RENAULT,19
22000,2499,1997,Manuelle,Essence,7,0,FIAT,UNO
50000,37499,2002,Manuelle,Diesel,7,0,CITROEN,XSARA
50000,37499,2002,Manuelle,Diesel,7,0,CITROEN,XSARA
126000,154999,2018,Automatique,Diesel,6,0,RENAULT,CLIO
244998,174999,2015,Manuelle,Diesel,8,0,VOLKSWAGEN,TIGUAN
250000,92499,2021,Automatique,Diesel,6,0,KIA,SPORTAGE
160000,52499,2017,Manuelle,Diesel,6,1,VOLKSWAGEN,CADDY
68000,274999,1998,Manuelle,Diesel,8,0,VOLKSWAGEN,GOLF 4
110000,224999,2012,Automatique,Diesel,10,0,VOLVO,XC60
178000,22499,2022,Automatique,Hybride,5,1,TOYOTA,YARIS
96000,114999,2016,Manuelle,Diesel,6,0,PEUGEOT,208
70000,224999,2008,Manuelle,Diesel,8,1,JEEP,COMPASS
29000,2499,2003,Manuelle,Essence,6,0,FIAT,UNO
57000,22499,2008,Manuelle,Essence,9,0,FORD,FOCUS
275000,124999,2019,Automatique,Diesel,12,0,VOLKSWAGEN,TOUAREG
150000,184999,2016,Automatique,Diesel,7,0,ALFA-ROMEO,GIULIETTA
47000,37499,2007,Manuelle,Essence,6,0,DFSK,SUPER CAB
128000,184999,2012,Automatique,Diesel,6,0,HYUNDAI,I30
52000,144999,2007,Manuelle,Essence,8,1,FIAT,LINEA
230000,124999,2019,Automatique,Diesel,8,0,PEUGEOT,3008
162000,114999,2018,Automatique,Diesel,12,1,JEEP,GRAND CHEROKEE
45000,224999,2000,Manuelle,Diesel,7,0,RENAULT,CLIO
43000,224999,1998,Manuelle,Diesel,8,0,MERCEDES-BENZ,220
128000,274999,2011,Manuelle,Diesel,6,0,VOLKSWAGEN,PASSAT
46000,224999,2004,Manuelle,Diesel,7,0,TOYOTA,COROLLA
63000,2499,2015,Manuelle,Diesel,5,1,FIAT,PUNTO
320000,104999,2020,Automatique,Diesel,8,1,VOLKSWAGEN,TIGUAN
240000,224999,2015,Automatique,Diesel,7,1,MERCEDES-BENZ,220
50000,37499,2002,Manuelle,Essence,7,0,PEUGEOT,306
85000,2499,2002,Manuelle,Diesel,8,0,VOLKSWAGEN,GOLF 4
12300,2499,2018,Automatique,Diesel,6,1,RENAULT,CLIO
52000,374999,1997,Manuelle,Diesel,8,0,MERCEDES-BENZ,220
35000,22499,2004,Manuelle,Essence,6,1,PEUGEOT,206
89000,184999,2012,Manuelle,Diesel,6,0,FORD,FIESTA
180000,154999,2015,Automatique,Diesel,9,1,FORD,RANGE ROVERR
63000,154999,2015,Manuelle,Diesel,6,0,FIAT,DOBLO
48000,424999,2003,Manuelle,Diesel,7,0,RENAULT,LAGUNA
273000,134999,2017,Manuelle,Diesel,8,1,AUDI,Q3
55000,32499,2006,Manuelle,Diesel,6,0,RENAULT,CLIO
15000,124999,2000,Manuelle,Essence,6,0,FIAT,UNO
75000,194999,2012,Manuelle,Diesel,6,0,RENAULT,KANGOO
45000,17499,1988,Manuelle,Diesel,8,0,MITSUBISHI,L200
79000,104999,2011,Manuelle,Diesel,6,0,DACIA,SANDERO
67000,52499,2012,Manuelle,Essence,7,0,PEUGEOT,206
250000,194999,2016,Manuelle,Diesel,13,0,JEEP,WRANGLER
50000,274999,2002,Manuelle,Diesel,7,0,RENAULT,MEGANE
25000,104999,1985,Manuelle,Diesel,7,0,PEUGEOT,205
63000,224999,2002,Manuelle,Diesel,7,0,RENAULT,KANGOO
185000,174999,2017,Automatique,Diesel,8,1,VOLKSWAGEN,PASSAT CC
30000,22499,1997,Manuelle,Diesel,7,0,TOYOTA,TERCEL
225000,124999,2016,Automatique,Diesel,8,1,BMW,SÉRIE 5
197000,194999,2015,Manuelle,Diesel,9,1,FORD,RANGE ROVERR
165000,27499,2022,Manuelle,Diesel,6,1,PEUGEOT,208
53000,82499,2002,Automatique,Essence,9,0,PEUGEOT,307
250000,32499,2023,Automatique,Essence,8,1,NISSAN,QASHQAI
32000,374999,1985,Manuelle,Essence,7,0,VOLKSWAGEN,GOLF 2
45000,154999,1996,Manuelle,Essence,8,0,RENAULT,MEGANE
85000,92499,2012,Manuelle,Diesel,10,0,FORD,TRANSIT
83000,224999,2013,Manuelle,Diesel,7,1,CITROEN,C-ELYSÉE
57000,274999,2007,Manuelle,Essence,8,0,HONDA,JAZZ
60000,154999,2010,Manuelle,Essence,8,0,DACIA,LOGAN
35000,224999,1993,Manuelle,Diesel,7,0,PEUGEOT,405
105000,87499,2017,Manuelle,Diesel,5,1,FIAT,500
130000,224999,2011,Manuelle,Essence,41,0,PEUGEOT,RCZ
62000,194999,2013,Manuelle,Essence,6,0,PEUGEOT,301
23000,92499,2006,Manuelle,Essence,5,0,SUZUKI,MARUTI
63000,7499,2001,Manuelle,Diesel,7,1,FORD,FOCUS
95000,184999,2008,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE B
83000,224999,2010,Manuelle,Diesel,6,0,RENAULT,LAGUNA
55000,184999,2007,Manuelle,Diesel,6,0,DACIA,LOGAN
130000,32499,2017,Manuelle,Diesel,6,1,RENAULT,CLIO
179000,114999,2018,Manuelle,Diesel,8,0,SKODA,OCTAVIA
240000,124999,2019,Automatique,Diesel,8,1,PEUGEOT,3008
67000,22499,2013,Manuelle,Diesel,6,1,PEUGEOT,BIPPER
120000,164999,2013,Manuelle,Diesel,6,1,NISSAN,JUKE
36000,324999,2003,Manuelle,Diesel,7,0,CITROEN,XSARA
140000,224999,2013,Manuelle,Diesel,8,0,VOLKSWAGEN,PASSAT
120000,87499,2015,Manuelle,Diesel,6,1,RENAULT,CLIO
123000,92499,2018,Manuelle,Diesel,7,0,CITROEN,C3
147000,134999,2016,Manuelle,Diesel,6,0,FORD,FOCUS
160000,12499,2019,Manuelle,Diesel,6,0,RENAULT,KANGOO
88000,22499,2015,Manuelle,Diesel,6,0,PEUGEOT,301
140000,77499,2021,Manuelle,Essence,7,1,OPEL,CORSA
215000,134999,2018,Automatique,Diesel,6,0,VOLKSWAGEN,PASSAT CC
98000,22499,2011,Manuelle,Diesel,8,0,TOYOTA,VERSO
106000,224999,2012,Manuelle,Diesel,6,1,FORD,C-MAX
50000,2499,1995,Manuelle,Diesel,10,0,MERCEDES-BENZ,250
110000,87499,2012,Automatique,Essence,8,1,NISSAN,JUKE
195000,194999,2018,Automatique,Diesel,8,0,SKODA,OCTAVIA
55000,194999,2009,Manuelle,Essence,6,0,HYUNDAI,I10
90000,224999,2008,Automatique,Diesel,8,0,VOLKSWAGEN,GOLF 5
85000,174999,2004,Manuelle,Diesel,11,0,TOYOTA,PRADO
45000,2499,1997,Manuelle,Essence,7,0,MERCEDES-BENZ,220
62999,2499,2002,Manuelle,Diesel,4,0,TOYOTA,RAV-4
62000,82499,2008,Manuelle,Essence,8,0,PEUGEOT,207
186000,47499,2022,Automatique,Diesel,6,1,PEUGEOT,208
55000,194999,2009,Manuelle,Essence,7,0,VOLKSWAGEN,POLO
77000,194999,2008,Manuelle,Diesel,5,0,FIAT,500
55000,2499,2010,Manuelle,Diesel,7,0,PEUGEOT,PARTNER
70000,224999,2009,Automatique,Diesel,11,0,BMW,SÉRIE 5
78000,82499,2010,Manuelle,Diesel,5,0,OPEL,CORSA
53000,22499,2009,Manuelle,Essence,6,0,KIA,PICANTO
62000,224999,2000,Manuelle,Diesel,8,0,MERCEDES-BENZ,220
80000,224999,1998,Manuelle,Diesel,9,0,MERCEDES-BENZ,220
155000,72499,2020,Manuelle,Diesel,7,0,PEUGEOT,208
23000,274999,2005,Manuelle,Diesel,8,0,VOLKSWAGEN,PARATI
67500,174999,2012,Manuelle,Essence,5,1,KIA,PICANTO
210000,164999,2016,Automatique,Diesel,8,1,LAND-ROVER,RANGE ROVER EVOQUE
60000,224999,2012,Manuelle,Diesel,6,0,DACIA,LOGAN
57000,2499,2010,Manuelle,Essence,8,0,DACIA,LOGAN
145000,274999,2009,Manuelle,Diesel,8,1,VOLKSWAGEN,TIGUAN
140000,194999,2012,Automatique,Diesel,6,1,VOLKSWAGEN,TOURAN
75000,424999,2006,Manuelle,Diesel,8,0,VOLKSWAGEN,GOLF 5
35000,22499,2010,Manuelle,Essence,8,0,DACIA,LOGAN
67000,124999,2012,Manuelle,Diesel,6,0,PEUGEOT,PARTNER
325000,124999,2019,Automatique,Diesel,8,1,VOLKSWAGEN,TIGUAN
125000,324999,2011,Automatique,Diesel,9,0,HONDA,ACCORD
200000,154999,2017,Manuelle,Diesel,6,0,HYUNDAI,TUCSON
111000,134999,2019,Manuelle,Diesel,6,0,DACIA,LOGAN
108000,124999,2018,Manuelle,Diesel,6,0,PEUGEOT,208
198000,144999,2014,Automatique,Diesel,9,0,LAND-ROVER,RANGE ROVER EVOQUE
25000,224999,1990,Manuelle,Essence,8,0,RENAULT,19
75000,32499,2001,Manuelle,Diesel,9,0,MERCEDES-BENZ,220
79000,224999,2015,Manuelle,Diesel,6,0,DACIA,LOGAN
25000,7499,1986,Manuelle,Diesel,7,1,PEUGEOT,205
105000,224999,2012,Manuelle,Diesel,6,1,HYUNDAI,I30
35000,374999,2001,Manuelle,Diesel,7,1,FIAT,SIENA
180000,154999,2016,Automatique,Diesel,7,1,HYUNDAI,SANTA FE
140000,72499,2021,Manuelle,Diesel,6,0,PEUGEOT,2008
93000,274999,2017,Manuelle,Diesel,6,1,DACIA,LOGAN
30000,184999,2002,Manuelle,Essence,6,0,FIAT,PALIO
65000,62499,1999,Manuelle,Diesel,10,0,NISSAN,PICK-UP
116000,2499,2019,Manuelle,Diesel,6,1,DACIA,DOKKER
163000,57499,2019,Manuelle,Diesel,6,0,NISSAN,JUKE
92000,324999,2005,Automatique,Diesel,9,0,MERCEDES-BENZ,220
35000,2499,2008,Manuelle,Essence,5,1,SUZUKI,ALTO
30000,12499,1992,Manuelle,Essence,7,0,PEUGEOT,309
85000,104999,2015,Manuelle,Essence,9,0,PEUGEOT,508
95000,374999,2007,Manuelle,Diesel,8,0,VOLKSWAGEN,CADDY
105000,144999,2019,Manuelle,Diesel,6,1,RENAULT,CLIO
55000,154999,2012,Automatique,Essence,21,1,HONDA,LEGEND
78000,104999,2013,Manuelle,Essence,7,1,FIAT,500
165000,32499,2023,Automatique,Essence,7,1,FIAT,500
125000,164999,2018,Manuelle,Diesel,7,0,DACIA,SANDERO
72000,12499,2014,Manuelle,Essence,5,0,FIAT,PANDA
50000,324999,2006,Manuelle,Diesel,8,0,TOYOTA,VERSO
179000,114999,2019,Automatique,Diesel,6,0,RENAULT,MEGANE
180000,154999,2016,Automatique,Diesel,9,0,HYUNDAI,SANTA FE
120500,104999,2020,Manuelle,Diesel,6,1,RENAULT,CLIO
69000,274999,2008,Manuelle,Diesel,8,0,HYUNDAI,TUCSON
115000,47499,2020,Manuelle,Essence,7,1,HYUNDAI,I20
130000,154999,2008,Automatique,Diesel,8,0,AUDI,A4
141000,134999,2016,Manuelle,Diesel,6,0,FORD,FOCUS
41000,104999,2003,Manuelle,Diesel,7,0,PEUGEOT,PARTNER
120000,224999,2018,Manuelle,Diesel,6,0,FIAT,DOBLO
30000,324999,1992,Manuelle,Essence,6,0,RENAULT,R4
35000,134999,1996,Manuelle,Diesel,6,0,RENAULT,EXPRESS
22000,97499,1989,Manuelle,Essence,6,1,RENAULT,SUPER 5
33000,224999,1999,Manuelle,Essence,8,0,VOLKSWAGEN,POLO
148000,104999,2019,Manuelle,Diesel,6,1,CITROEN,BERLINGO
88000,324999,2006,Automatique,Diesel,12,1,MERCEDES-BENZ,CLASSE ML
27000,7499,1984,Manuelle,Diesel,7,0,PEUGEOT,205
95000,424999,2004,Automatique,Diesel,9,0,MERCEDES-BENZ,220
65000,224999,2014,Manuelle,Essence,7,1,FORD,FIESTA
100000,104999,2004,Automatique,Diesel,11,1,MERCEDES-BENZ,CLASSE E
125000,12499,2022,Automatique,Essence,6,0,DACIA,LOGAN
125000,194999,2009,Manuelle,Diesel,8,0,VOLKSWAGEN,GOLF 6
280000,62499,2021,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE A
25000,274999,1999,Manuelle,Essence,6,0,FIAT,UNO
150000,184999,2016,Automatique,Diesel,12,1,VOLKSWAGEN,TOUAREG
205000,174999,2014,Automatique,Diesel,8,0,VOLKSWAGEN,GOLF 7
150000,124999,2000,Manuelle,Diesel,12,0,MERCEDES-BENZ,SPRINTER
171000,114999,2019,Manuelle,Diesel,6,1,CITROEN,BERLINGO
45000,224999,2006,Manuelle,Essence,7,0,FIAT,PALIO
125000,164999,2014,Manuelle,Diesel,5,0,TOYOTA,COROLLA
60000,274999,2012,Manuelle,Diesel,6,0,DACIA,LOGAN
147000,17499,2014,Manuelle,Diesel,8,0,FORD,KUGA
87000,17499,2010,Manuelle,Diesel,6,0,RENAULT,MEGANE
44000,324999,2008,Manuelle,Essence,4,0,DFSK,K01H
230000,164999,2014,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE CLA
78000,194999,2006,Manuelle,Essence,8,0,VOLKSWAGEN,GOLF 5
205000,194999,2011,Automatique,Diesel,12,0,MERCEDES-BENZ,CLASSE CLS
78000,194999,2006,Manuelle,Essence,8,0,VOLKSWAGEN,GOLF 5
175000,52499,2023,Manuelle,Diesel,6,1,RENAULT,EXPRESS
155000,52499,2021,Manuelle,Diesel,6,1,DACIA,SANDERO
79000,144999,2009,Automatique,Essence,8,0,MINI,COOPER
115000,424999,2011,Automatique,Diesel,8,1,VOLKSWAGEN,PASSAT CC
85000,274999,2012,Manuelle,Diesel,7,0,CITROEN,BERLINGO
260000,77499,2017,Automatique,Diesel,9,1,ALFA-ROMEO,STELVIO
30000,224999,2006,Manuelle,Essence,6,0,VOLKSWAGEN,GOL
108000,194999,2014,Automatique,Diesel,7,0,OPEL,ASTRA
110000,324999,2012,Manuelle,Diesel,10,1,MITSUBISHI,L200
37000,224999,1998,Manuelle,Essence,6,0,FIAT,PUNTO
105000,104999,2019,Manuelle,Diesel,6,0,DACIA,LOGAN
78000,17499,2010,Manuelle,Diesel,8,1,KIA,CARENS
52000,164999,2006,Manuelle,Essence,5,0,KIA,PICANTO
110000,52499,2018,Manuelle,Essence,5,1,OPEL,ADAM
29000,474999,1989,Manuelle,Essence,7,0,RENAULT,19
60000,194999,2007,Manuelle,Essence,8,0,PEUGEOT,207
220000,134999,2016,Automatique,Diesel,8,1,BMW,IX
215000,114999,2013,Automatique,Diesel,8,1,VOLKSWAGEN,TIGUAN
125000,114999,2014,Manuelle,Diesel,6,1,CITROEN,C4
23000,7499,2001,Manuelle,Essence,6,0,FIAT,UNO
80000,22499,1989,Manuelle,Diesel,7,0,FORD,TRANSIT
230000,32499,2023,Manuelle,Diesel,7,1,FORD,FOCUS
56000,224999,1993,Manuelle,Diesel,8,0,MERCEDES-BENZ,220
150000,87499,2019,Manuelle,Diesel,6,0,RENAULT,MEGANE
95000,97499,2019,Manuelle,Diesel,7,0,DACIA,LOGAN
118000,194999,2013,Manuelle,Diesel,8,0,FORD,KUGA
83999,97499,2014,Manuelle,Diesel,6,0,PEUGEOT,208
78000,274999,2007,Manuelle,Diesel,7,0,RENAULT,KANGOO
279000,92499,2018,Automatique,Diesel,8,1,LAND-ROVER,RANGE ROVER EVOQUE
70000,194999,2009,Manuelle,Diesel,6,0,PEUGEOT,207
173000,184999,2019,Manuelle,Diesel,8,1,SKODA,OCTAVIA
123000,104999,2016,Manuelle,Diesel,6,0,RENAULT,KANGOO
29000,324999,1999,Automatique,Essence,11,1,SUZUKI,BALENO
150000,134999,2015,Manuelle,Diesel,6,0,NISSAN,QASHQAI
50000,2499,1998,Manuelle,Diesel,8,0,MERCEDES-BENZ,250
67000,154999,2013,Manuelle,Essence,7,1,HYUNDAI,I10
73000,274999,2006,Manuelle,Diesel,8,0,VOLKSWAGEN,GOLF 5
78000,114999,2013,Manuelle,Essence,5,0,FORD,FIESTA
245000,194999,2016,Automatique,Diesel,8,1,BMW,SÉRIE 4
27000,194999,2008,Manuelle,Essence,5,0,SUZUKI,ALTO
